Game;;Result;Moves;Year;Event/Locale;Opening
1282. Kasparov vs Short;;1-0;35;1994;Intel World Chess Express Challenge;C18 French, Winawer
1283. Kramnik vs Kasparov;;0-1;39;1994;Intel World Chess Express Challenge;E92 King's Indian
1284. P Nikolic vs Kasparov;;0-1;31;1994;Intel World Chess Express Challenge;A40 Queen's Pawn Game
1285. Kasparov vs Fritz;;1-0;32;1994;Intel World Chess Express Challenge;A00 Uncommon Opening
1286. Kasparov vs Fritz;;0-1;45;1994;Intel World Chess Express Challenge;A00 Uncommon Opening
1287. Fritz vs Kasparov;;0-1;86;1994;Intel World Chess Express Challenge;A42 Modern Defense, Averbakh System
1288. Fritz vs Kasparov;;½-½;79;1994;Intel World Chess Express Challenge;B06 Robatsch
1289. Fritz vs Kasparov;;½-½;47;1994;Intel World Chess Express Challenge;B13 Caro-Kann, Exchange
1290. Kasparov vs Fritz;;1-0;47;1994;Intel World Chess Express Challenge;A00 Uncommon Opening
1291. Anand vs Kasparov;;0-1;66;1994;New York PCA/Intel-GP;B23 Sicilian, Closed
1292. Kasparov vs Anand;;½-½;24;1994;New York PCA/Intel-GP;A04 Reti Opening
1293. Kamsky vs Kasparov;;0-1;43;1994;New York PCA/Intel-GP;E97 King's Indian
1294. Kasparov vs Kamsky;;1-0;30;1994;New York PCA/Intel-GP;D27 Queen's Gambit Accepted, Classical
1295. Kramnik vs Kasparov;;1-0;74;1994;New York PCA/Intel-GP;B40 Sicilian
1296. Kasparov vs Kramnik;;½-½;35;1994;New York PCA/Intel-GP;D44 Queen's Gambit Declined Semi-Slav
1297. Kasparov vs P Nikolic;;1-0;71;1994;New York PCA/Intel-GP;A90 Dutch
1298. P Nikolic vs Kasparov;;0-1;45;1994;New York PCA/Intel-GP;E67 King's Indian, Fianchetto
1299. Kasparov vs Ivanchuk;;½-½;24;1994;Novgorod;B43 Sicilian, Kan, 5.Nc3
1300. Ivanchuk vs Kasparov;;½-½;29;1994;Novgorod;E71 King's Indian, Makagonov System (5.h3)
Game;;Result;Moves;Year;Event/Locale;Opening
1301. Kasparov vs Shirov;;1-0;37;1994;Novgorod;A21 English
1302. Bareev vs Kasparov;;½-½;25;1994;Novgorod;D99 Grunfeld Defense, Smyslov
1303. Kasparov vs Kramnik;;1-0;36;1994;Novgorod;B33 Sicilian
1304. Short vs Kasparov;;0-1;40;1994;Novgorod;B92 Sicilian, Najdorf, Opocensky Variation
1305. Shirov vs Kasparov;;½-½;48;1994;Novgorod;B45 Sicilian, Taimanov
1306. Kasparov vs Bareev;;1-0;35;1994;Novgorod;D18 Queen's Gambit Declined Slav, Dutch
1307. Kasparov vs Short;;½-½;44;1994;Novgorod;D20 Queen's Gambit Accepted
1308. Kramnik vs Kasparov;;½-½;26;1994;Novgorod;A15 English
1309. Chess Genius vs Kasparov;;½-½;56;1994;London PCA/Intel-GP;E12 Queen's Indian
1310. Kasparov vs Chess Genius;;0-1;60;1994;London PCA/Intel-GP;D11 Queen's Gambit Declined Slav
1311. Kasparov vs Leko;;1-0;45;1994;Credit Suisse Masters;A38 English, Symmetrical
1312. C Lutz vs Kasparov;;0-1;47;1994;Credit Suisse Masters;E80 King's Indian, Samisch Variation
1313. Kasparov vs Benjamin;;½-½;56;1994;Credit Suisse Masters;D38 Queen's Gambit Declined, Ragozin Variation
1314. Gavrikov vs Kasparov;;½-½;42;1994;Credit Suisse Masters;E67 King's Indian, Fianchetto
1315. Kasparov vs Gelfand;;1-0;47;1994;Credit Suisse Masters;B93 Sicilian, Najdorf, 6.f4
1316. Lautier vs Kasparov;;½-½;34;1994;Credit Suisse Masters;E80 King's Indian, Samisch Variation
1317. Kasparov vs P Nikolic;;1-0;39;1994;Credit Suisse Masters;C18 French, Winawer
1318. Korchnoi vs Kasparov;;½-½;13;1994;Credit Suisse Masters;A33 English, Symmetrical
1319. Kasparov vs Shirov;;1-0;38;1994;Credit Suisse Masters;B33 Sicilian
1320. Kasparov vs Yusupov;;1-0;36;1994;Credit Suisse Masters;C45 Scotch Game
1321. Miles vs Kasparov;;½-½;52;1994;Credit Suisse Masters;A45 Queen's Pawn Game
1322. Kasparov vs Sutovsky;;½-½;32;1994;Kasparov Clock Simul, 15b Tel Aviv;E80 King's Indian, Samisch Variation
1323. Kasparov vs E Liss;;1-0;32;1994;Kasparov Clock Simul, 15b Tel Aviv;A16 English
1324. Kasparov vs M Ravia;;½-½;32;1994;Kasparov Clock Simul, 15b Tel Aviv;E01 Catalan, Closed
1325. Kasparov vs Tyomkin;;1-0;27;1994;Kasparov Clock Simul, 15b Tel Aviv;D31 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
1326. Kasparov vs Finkel;;½-½;22;1994;Kasparov Clock Simul, 15b Tel Aviv;A20 English
1327. Kasparov vs Y Dembo;;1-0;30;1994;Kasparov Clock Simul, 15b Tel Aviv;A45 Queen's Pawn Game
1328. Kasparov vs A Kundin;;1-0;33;1994;Kasparov Clock Simul, 15b Tel Aviv;D15 Queen's Gambit Declined Slav
1329. Kasparov vs A Gershon;;1-0;46;1994;Kasparov Clock Simul, 15b Tel Aviv;A10 English
1330. Kasparov vs C Zelkind;;1-0;43;1994;Kasparov Clock Simul, 15b Tel Aviv;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1331. Kasparov vs Kogan;;½-½;44;1994;Kasparov Clock Simul, 15b Tel Aviv;B30 Sicilian
1332. Kasparov vs J Wapner;;1-0;47;1994;Kasparov Clock Simul, 15b Tel Aviv;D10 Queen's Gambit Declined Slav
1333. Kasparov vs D Zifroni;;1-0;45;1994;Kasparov Clock Simul, 15b Tel Aviv;C09 French, Tarrasch, Open Variation, Main line
1334. Kasparov vs A S Segal;;1-0;52;1994;Kasparov Clock Simul, 15b Tel Aviv;E80 King's Indian, Samisch Variation
1335. Kasparov vs Y Teplitsky;;1-0;54;1994;Kasparov Clock Simul, 15b Tel Aviv;B57 Sicilian
1336. Kasparov vs A Rabinovich;;1-0;61;1994;Kasparov Clock Simul, 15b Tel Aviv;D43 Queen's Gambit Declined Semi-Slav
1337. V Arbakov vs Kasparov;;0-1;33;1994;Paris PCA/Intel-GP;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
1338. Kasparov vs V Arbakov;;1-0;49;1994;Paris PCA/Intel-GP;A15 English
1339. Hjartarson vs Kasparov;;0-1;32;1994;Paris PCA/Intel-GP;E90 King's Indian
1340. Kasparov vs Hjartarson;;1-0;23;1994;Paris PCA/Intel-GP;A46 Queen's Pawn Game
1341. Kasparov vs Kramnik;;1-0;86;1994;Paris PCA/Intel-GP;D19 Queen's Gambit Declined Slav, Dutch
1342. Kramnik vs Kasparov;;½-½;37;1994;Paris PCA/Intel-GP;B22 Sicilian, Alapin
1343. Kasparov vs Kramnik;;½-½;18;1994;Paris PCA/Intel-GP;D18 Queen's Gambit Declined Slav, Dutch
1344. Kasparov vs P Nikolic;;1-0;30;1994;Paris PCA/Intel-GP;C18 French, Winawer
1345. P Nikolic vs Kasparov;;0-1;47;1994;Paris PCA/Intel-GP;E64 King's Indian, Fianchetto, Yugoslav System
1346. Z Almasi vs Kasparov;;0-1;36;1994;10th ECC final;B93 Sicilian, Najdorf, 6.f4
1347. A Shneider vs Kasparov;;1-0;39;1994;10th ECC final;A39 English, Symmetrical, Main line with d4
1348. Kasparov vs Lautier;;½-½;42;1994;10th ECC final;C74 Ruy Lopez, Modern Steinitz Defense
1349. Ljubojevic vs Kasparov;;½-½;28;1994;Moscow Olympiad;B22 Sicilian, Alapin
1350. Kasparov vs Gelfand;;½-½;38;1994;Moscow Olympiad;B87 Sicilian, Fischer-Sozin with ...a6 and ...b5
Game;;Result;Moves;Year;Event/Locale;Opening
1351. Topalov vs Kasparov;;1-0;28;1994;Moscow Olympiad;B81 Sicilian, Scheveningen, Keres Attack
1352. Kasparov vs Lautier;;1-0;28;1994;Moscow Olympiad;B33 Sicilian
1353. Kasparov vs P Nikolic;;½-½;20;1994;Moscow Olympiad;E34 Nimzo-Indian, Classical, Noa Variation
1354. Ivanchuk vs Kasparov;;½-½;35;1994;Moscow Olympiad;B20 Sicilian
1355. Oll vs Kasparov;;½-½;43;1994;Moscow Olympiad;B92 Sicilian, Najdorf, Opocensky Variation
1356. Kasparov vs Azmaiparashvili;;1-0;50;1994;Moscow Olympiad;A41 Queen's Pawn Game (with ...d6)
1357. Kasparov vs Short;;1-0;42;1994;Moscow Olympiad;B84 Sicilian, Scheveningen
1358. Yusupov vs Kasparov;;0-1;32;1994;Moscow Olympiad;E70 King's Indian
1359. H Stefansson vs Kasparov;;0-1;40;1995;Reykjavik TV rapid;B93 Sicilian, Najdorf, 6.f4
1360. Kasparov vs Hjartarson;;½-½;53;1995;Reykjavik TV rapid;A17 English
1361. H Olafsson vs Kasparov;;0-1;24;1995;Reykjavik TV rapid;B67 Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 8...Bd7
1362. Kasparov vs Timman;;1-0;22;1995;Tal Memorial;D17 Queen's Gambit Declined Slav
1363. Kramnik vs Kasparov;;½-½;14;1995;Tal Memorial;C53 Giuoco Piano
1364. Kasparov vs Anand;;1-0;25;1995;Tal Memorial;C51 Evans Gambit
1365. Yusupov vs Kasparov;;0-1;37;1995;Tal Memorial;A48 King's Indian
1366. Kasparov vs Ivanchuk;;½-½;53;1995;Tal Memorial;E62 King's Indian, Fianchetto
1367. Vaganian vs Kasparov;;0-1;35;1995;Tal Memorial;A15 English
1368. Kasparov vs Ehlvest;;½-½;17;1995;Tal Memorial;D43 Queen's Gambit Declined Semi-Slav
1369. Short vs Kasparov;;½-½;30;1995;Tal Memorial;B97 Sicilian, Najdorf
1370. Kasparov vs Kengis;;1-0;24;1995;Tal Memorial;B47 Sicilian, Taimanov (Bastrikov) Variation
1371. Gulko vs Kasparov;;½-½;15;1995;Tal Memorial;E92 King's Indian
1372. Kasparov vs Epishin;;½-½;36;1995;Moscow PCA-Intel GP;B17 Caro-Kann, Steinitz Variation
1373. Epishin vs Kasparov;;0-1;73;1995;Moscow PCA-Intel GP;E69 King's Indian, Fianchetto, Classical Main line
1374. Speelman vs Kasparov;;½-½;37;1995;Moscow PCA-Intel GP;A48 King's Indian
1375. Kasparov vs Speelman;;1-0;35;1995;Moscow PCA-Intel GP;D37 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
1376. Kasparov vs Anand;;½-½;24;1995;Moscow PCA-Intel GP;A41 Queen's Pawn Game (with ...d6)
1377. Anand vs Kasparov;;1-0;28;1995;Moscow PCA-Intel GP;B53 Sicilian
1378. Lautier vs Kasparov;;½-½;28;1995;9th Euwe Memorial;E76 King's Indian, Four Pawns Attack
1379. Kasparov vs Piket;;1-0;29;1995;9th Euwe Memorial;C51 Evans Gambit
1380. Topalov vs Kasparov;;0-1;28;1995;9th Euwe Memorial;B45 Sicilian, Taimanov
1381. Kasparov vs Lautier;;0-1;31;1995;9th Euwe Memorial;B48 Sicilian, Taimanov Variation
1382. Kasparov vs Topalov;;1-0;42;1995;9th Euwe Memorial;B76 Sicilian, Dragon, Yugoslav Attack
1383. Piket vs Kasparov;;1-0;41;1995;9th Euwe Memorial;D97 Grunfeld, Russian
1384. Kasparov vs Chess Genius;;1-0;39;1995;Cologne;D15 Queen's Gambit Declined Slav
1385. Chess Genius vs Kasparov;;½-½;52;1995;Cologne;A04 Reti Opening
1386. Gulko vs Kasparov;;0-1;44;1995;Novgorod;E92 King's Indian
1387. Kasparov vs Ivanchuk;;½-½;28;1995;Novgorod;B17 Caro-Kann, Steinitz Variation
1388. Yusupov vs Kasparov;;0-1;43;1995;Novgorod;A48 King's Indian
1389. Topalov vs Kasparov;;0-1;40;1995;Novgorod;B45 Sicilian, Taimanov
1390. Kasparov vs Vaganian;;1-0;24;1995;Novgorod;D37 Queen's Gambit Declined
1391. Kramnik vs Kasparov;;½-½;58;1995;Novgorod;C55 Two Knights Defense
1392. Kasparov vs Ehlvest;;½-½;43;1995;Novgorod;D37 Queen's Gambit Declined
1393. Short vs Kasparov;;½-½;18;1995;Novgorod;B97 Sicilian, Najdorf
1394. Kasparov vs Timman;;½-½;33;1995;Novgorod;E34 Nimzo-Indian, Classical, Noa Variation
1395. Adams vs Kasparov;;0-1;41;1995;New York PCA-Intel GP;B50 Sicilian
1396. Kasparov vs Adams;;1-0;30;1995;New York PCA-Intel GP;E62 King's Indian, Fianchetto
1397. Kasparov vs de Firmian;;1-0;54;1995;New York PCA-Intel GP;B92 Sicilian, Najdorf, Opocensky Variation
1398. de Firmian vs Kasparov;;½-½;58;1995;New York PCA-Intel GP;B90 Sicilian, Najdorf
1399. Kasparov vs Ivanchuk;;1-0;28;1995;New York PCA-Intel GP;D07 Queen's Gambit Declined, Chigorin Defense
1400. Ivanchuk vs Kasparov;;0-1;35;1995;New York PCA-Intel GP;B90 Sicilian, Najdorf
Game;;Result;Moves;Year;Event/Locale;Opening
1401. Kramnik vs Kasparov;;½-½;41;1995;New York PCA-Intel GP;C55 Two Knights Defense
1402. Kramnik vs Kasparov;;½-½;66;1995;New York PCA-Intel GP;C42 Petrov Defense
1403. Kasparov vs Kramnik;;½-½;31;1995;New York PCA-Intel GP;A36 English
1404. Anand vs Kasparov;;½-½;27;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1405. Kasparov vs Anand;;½-½;29;1995;Kasparov - Anand PCA World Championship Match;E34 Nimzo-Indian, Classical, Noa Variation
1406. Anand vs Kasparov;;½-½;36;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1407. Kasparov vs Anand;;½-½;21;1995;Kasparov - Anand PCA World Championship Match;A17 English
1408. Anand vs Kasparov;;½-½;27;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1409. Kasparov vs Anand;;½-½;28;1995;Kasparov - Anand PCA World Championship Match;C80 Ruy Lopez, Open
1410. Anand vs Kasparov;;½-½;25;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1411. Kasparov vs Anand;;½-½;22;1995;Kasparov - Anand PCA World Championship Match;C45 Scotch Game
1412. Anand vs Kasparov;;1-0;35;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1413. Kasparov vs Anand;;1-0;38;1995;Kasparov - Anand PCA World Championship Match;C80 Ruy Lopez, Open
1414. Anand vs Kasparov;;0-1;31;1995;Kasparov - Anand PCA World Championship Match;B78 Sicilian, Dragon, Yugoslav Attack, 10.castle long
1415. Kasparov vs Anand;;½-½;43;1995;Kasparov - Anand PCA World Championship Match;C78 Ruy Lopez
1416. Anand vs Kasparov;;0-1;25;1995;Kasparov - Anand PCA World Championship Match;B77 Sicilian, Dragon, Yugoslav Attack
1417. Kasparov vs Anand;;1-0;41;1995;Kasparov - Anand PCA World Championship Match;B01 Scandinavian
1418. Anand vs Kasparov;;½-½;16;1995;Kasparov - Anand PCA World Championship Match;B76 Sicilian, Dragon, Yugoslav Attack
1419. Kasparov vs Anand;;½-½;20;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1420. Anand vs Kasparov;;½-½;63;1995;Kasparov - Anand PCA World Championship Match;B77 Sicilian, Dragon, Yugoslav Attack
1421. Kasparov vs Anand;;½-½;12;1995;Kasparov - Anand PCA World Championship Match;B84 Sicilian, Scheveningen
1422. Ehlvest vs Kasparov;;½-½;48;1995;Credit Suisse Masters;E60 King's Indian Defense
1423. Kasparov vs Timman;;½-½;40;1995;Credit Suisse Masters;C11 French
1424. Gulko vs Kasparov;;½-½;39;1995;Credit Suisse Masters;A26 English
1425. Kasparov vs Yusupov;;½-½;20;1995;Credit Suisse Masters;C43 Petrov, Modern Attack
Game;;Result;Moves;Year;Event/Locale;Opening
1426. Short vs Kasparov;;½-½;37;1995;Credit Suisse Masters;B90 Sicilian, Najdorf
1427. Kasparov vs Ivanchuk;;0-1;31;1995;Credit Suisse Masters;C16 French, Winawer
1428. Lautier vs Kasparov;;½-½;27;1995;Credit Suisse Masters;E80 King's Indian, Samisch Variation
1429. Kasparov vs Korchnoi;;1-0;27;1995;Credit Suisse Masters;D44 Queen's Gambit Declined Semi-Slav
1430. Kasparov vs Kramnik;;½-½;13;1995;Credit Suisse Masters;B57 Sicilian
1431. Vaganian vs Kasparov;;½-½;16;1995;Credit Suisse Masters;D43 Queen's Gambit Declined Semi-Slav
1432. Morozevich vs Kasparov;;0-1;23;1995;Paris PCA-Intel GP;C34 King's Gambit Accepted
1433. Kasparov vs Morozevich;;1-0;47;1995;Paris PCA-Intel GP;C55 Two Knights Defense
1434. K Georgiev vs Kasparov;;0-1;58;1995;Paris PCA-Intel GP;B90 Sicilian, Najdorf
1435. Kasparov vs K Georgiev;;1-0;66;1995;Paris PCA-Intel GP;D17 Queen's Gambit Declined Slav
1436. Anand vs Kasparov;;0-1;29;1995;Paris PCA-Intel GP;B64 Sicilian, Richter-Rauzer Attack
1437. Kasparov vs Kramnik;;0-1;63;1995;Paris PCA-Intel GP;B30 Sicilian
1438. Kramnik vs Kasparov;;0-1;65;1995;Paris PCA-Intel GP;E92 King's Indian
1439. Kramnik vs Kasparov;;0-1;31;1995;Paris PCA-Intel GP;E92 King's Indian
1440. Kasparov vs Kramnik;;½-½;26;1995;Paris PCA-Intel GP;B31 Sicilian, Rossolimo Variation
1441. Yudasin vs Kasparov;;0-1;33;1995;11th ECC final;B51 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1442. V Akopian vs Kasparov;;½-½;31;1995;11th ECC final;D78 Neo-Grunfeld, 6.O-O c6
1443. Kasparov vs D Mozes;;0-1;36;1995;Simul;B22 Sicilian, Alapin
1444. Kasparov vs J Firor;;1-0;33;1995;Simul;B50 Sicilian
1445. Kasparov vs K Hvarre;;½-½;43;1995;Simul;B91 Sicilian, Najdorf, Zagreb (Fianchetto) Variation
1446. Kasparov vs S Matabeek;;1-0;24;1995;Simul;C53 Giuoco Piano
1447. Kasparov vs S Ronksley;;1-0;49;1995;Simul;B23 Sicilian, Closed
1448. Kasparov vs J Srinivasan;;1-0;20;1995;Simul;E40 Nimzo-Indian, 4.e3
1449. Kasparov vs A Lerner;;½-½;26;1995;Simul;E12 Queen's Indian
1450. Kasparov vs E Frolik;;½-½;44;1995;Simul;D15 Queen's Gambit Declined Slav
Game;;Result;Moves;Year;Event/Locale;Opening
1451. Kasparov vs McShane;;1-0;28;1995;Simul;A10 English
1452. Kasparov vs E Larson;;1-0;33;1995;Simul;D38 Queen's Gambit Declined, Ragozin Variation
1453. Fritz vs Kasparov;;0-1;46;1995;Intel World Chess Man vs. Machine III;E32 Nimzo-Indian, Classical
1454. Kasparov vs Fritz;;½-½;62;1995;Intel World Chess Man vs. Machine III;D34 Queen's Gambit Declined, Tarrasch
1455. Kasparov vs G Milos;;½-½;27;1996;Clock simul, 6b;B48 Sicilian, Taimanov Variation
1456. D Lima vs Kasparov;;½-½;20;1996;Clock simul, 6b;E92 King's Indian
1457. Kasparov vs G Vescovi;;1-0;48;1996;Clock simul, 6b;E93 King's Indian, Petrosian System
1458. C E Toth vs Kasparov;;0-1;43;1996;Clock simul, 6b;D43 Queen's Gambit Declined Semi-Slav
1459. Kasparov vs C Gouveia;;1-0;46;1996;Clock simul, 6b;B31 Sicilian, Rossolimo Variation
1460. M Miranda vs Kasparov;;0-1;36;1996;Clock simul, 6b;A46 Queen's Pawn Game
1461. Deep Blue vs Kasparov;;1-0;37;1996;Deep Blue - Kasparov Match;B22 Sicilian, Alapin
1462. Kasparov vs Deep Blue;;1-0;73;1996;Deep Blue - Kasparov Match;A49 King's Indian, Fianchetto without c4
1463. Deep Blue vs Kasparov;;½-½;39;1996;Deep Blue - Kasparov Match;B22 Sicilian, Alapin
1464. Kasparov vs Deep Blue;;½-½;50;1996;Deep Blue - Kasparov Match;D30 Queen's Gambit Declined
1465. Deep Blue vs Kasparov;;0-1;47;1996;Deep Blue - Kasparov Match;C47 Four Knights
1466. Kasparov vs Deep Blue;;1-0;43;1996;Deep Blue - Kasparov Match;D30 Queen's Gambit Declined
1467. Topalov vs Kasparov;;1-0;66;1996;10th Euwe Memorial;B90 Sicilian, Najdorf
1468. Piket vs Kasparov;;0-1;39;1996;10th Euwe Memorial;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
1469. Kasparov vs Anand;;1-0;36;1996;10th Euwe Memorial;B13 Caro-Kann, Exchange
1470. Short vs Kasparov;;½-½;43;1996;10th Euwe Memorial;B90 Sicilian, Najdorf
1471. Kasparov vs Seirawan;;1-0;34;1996;10th Euwe Memorial;D37 Queen's Gambit Declined
1472. Timman vs Kasparov;;½-½;45;1996;10th Euwe Memorial;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
1473. Kasparov vs Kramnik;;1-0;43;1996;10th Euwe Memorial;B66 Sicilian, Richter-Rauzer Attack, 7...a6
1474. Lautier vs Kasparov;;½-½;27;1996;10th Euwe Memorial;E80 King's Indian, Samisch Variation
1475. Kasparov vs Gelfand;;1-0;36;1996;10th Euwe Memorial;B92 Sicilian, Najdorf, Opocensky Variation
Game;;Result;Moves;Year;Event/Locale;Opening
1476. Kasparov vs Gelfand;;1-0;57;1996;Kremlin Stars Rapid;A46 Queen's Pawn Game
1477. Gelfand vs Kasparov;;0-1;54;1996;Kremlin Stars Rapid;E17 Queen's Indian
1478. Dreev vs Kasparov;;0-1;50;1996;Kremlin Stars Rapid blitz playoff;E80 King's Indian, Samisch Variation
1479. Dreev vs Kasparov;;0-1;82;1996;Kremlin Stars Rapid;E80 King's Indian, Samisch Variation
1480. Kasparov vs Dreev;;0-1;81;1996;Kremlin Stars Rapid;B13 Caro-Kann, Exchange
1481. Anand vs Kasparov;;½-½;39;1996;Kremlin Stars Rapid;B90 Sicilian, Najdorf
1482. Kasparov vs Anand;;1-0;35;1996;Kremlin Stars Rapid;B84 Sicilian, Scheveningen
1483. Kramnik vs Kasparov;;½-½;47;1996;Kremlin Stars Rapid Final blitz playoff;B08 Pirc, Classical
1484. Kasparov vs Kramnik;;½-½;28;1996;Kremlin Stars Rapid Final;B62 Sicilian, Richter-Rauzer
1485. Kramnik vs Kasparov;;½-½;29;1996;Kremlin Stars Rapid Final;B31 Sicilian, Rossolimo Variation
1486. Kasparov vs Kramnik;;0-1;63;1996;Kremlin Stars Rapid Final blitz playoff;D32 Queen's Gambit Declined, Tarrasch
1487. Kasparov vs Kamsky;;½-½;53;1996;Dos Hermanas;C84 Ruy Lopez, Closed
1488. Anand vs Kasparov;;½-½;25;1996;Dos Hermanas;B81 Sicilian, Scheveningen, Keres Attack
1489. Kasparov vs Shirov;;1-0;30;1996;Dos Hermanas;D17 Queen's Gambit Declined Slav
1490. Kasparov vs Illescas Cordoba;;½-½;48;1996;Dos Hermanas;A80 Dutch
1491. Ivanchuk vs Kasparov;;½-½;20;1996;Dos Hermanas;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
1492. Kasparov vs Kramnik;;0-1;35;1996;Dos Hermanas;D47 Queen's Gambit Declined Semi-Slav
1493. Polgar vs Kasparov;;0-1;90;1996;Dos Hermanas;B93 Sicilian, Najdorf, 6.f4
1494. Kasparov vs Topalov;;½-½;48;1996;Dos Hermanas;B84 Sicilian, Scheveningen
1495. Gelfand vs Kasparov;;0-1;57;1996;Dos Hermanas;A04 Reti Opening
1496. A Graf vs Kasparov;;0-1;61;1996;PCA-GP Credit Suisse Rapid;E21 Nimzo-Indian, Three Knights
1497. Kasparov vs A Graf;;1-0;48;1996;PCA-GP Credit Suisse Rapid;A46 Queen's Pawn Game
1498. Topalov vs Kasparov;;0-1;64;1996;PCA-GP Credit Suisse Rapid;B90 Sicilian, Najdorf
1499. Kasparov vs Topalov;;½-½;76;1996;PCA-GP Credit Suisse Rapid;B40 Sicilian
1500. Anand vs Kasparov;;0-1;55;1996;PCA-GP Credit Suisse Rapid Final;B90 Sicilian, Najdorf
Game;;Result;Moves;Year;Event/Locale;Opening
1501. Kasparov vs Anand;;0-1;44;1996;PCA-GP Credit Suisse Rapid Final;E92 King's Indian
1502. Anand vs Kasparov;;1-0;54;1996;PCA-GP Credit Suisse Rapid Final Blitz Playoff;B90 Sicilian, Najdorf
1503. Kasparov vs Anand;;½-½;66;1996;PCA-GP Credit Suisse Rapid Final Blitz Playoff;A29 English, Four Knights, Kingside Fianchetto
1504. Polgar vs Kasparov;;0-1;60;1996;PCA-GP Credit Suisse Rapid;B93 Sicilian, Najdorf, 6.f4
1505. Kasparov vs Polgar;;½-½;26;1996;PCA-GP Credit Suisse Rapid;B40 Sicilian
1506. Kasparov vs A Georgiadis;;1-0;39;1996;Kasparov Simul, 30b Corfu;C42 Petrov Defense
1507. Kasparov vs M Agistriotis;;1-0;30;1996;Kasparov Simul, 30b Corfu;D35 Queen's Gambit Declined
1508. Kasparov vs P Balaskas;;1-0;32;1996;Kasparov Simul, 30b Corfu;E20 Nimzo-Indian
1509. Kasparov vs Z Dragon;;1-0;44;1996;Kasparov Simul, 30b Corfu;A16 English
1510. Kasparov vs G Drissner;;1-0;13;1996;Kasparov Simul, 30b Corfu;B31 Sicilian, Rossolimo Variation
1511. Kasparov vs D Exarhos;;1-0;44;1996;Kasparov Simul, 30b Corfu;E76 King's Indian, Four Pawns Attack
1512. Kasparov vs S Georgaras;;1-0;36;1996;Kasparov Simul, 30b Corfu;D16 Queen's Gambit Declined Slav
1513. Kasparov vs I Gountas;;1-0;30;1996;Kasparov Simul, 30b Corfu;C40 King's Knight Opening
1514. Kasparov vs H Holis;;1-0;39;1996;Kasparov Simul, 30b Corfu;B50 Sicilian
1515. Kasparov vs A Karambinas;;1-0;30;1996;Kasparov Simul, 30b Corfu;B07 Pirc
1516. Kasparov vs L Kostayiolas;;1-0;33;1996;Kasparov Simul, 30b Corfu;C05 French, Tarrasch
1517. Kasparov vs G Maroulis;;1-0;42;1996;Kasparov Simul, 30b Corfu;E77 King's Indian
1518. Kasparov vs G Mavromihalis;;1-0;29;1996;Kasparov Simul, 30b Corfu;B30 Sicilian
1519. Kasparov vs I Mehteridis;;1-0;32;1996;Kasparov Simul, 30b Corfu;A07 King's Indian Attack
1520. Kasparov vs G Mouzakis;;1-0;27;1996;Kasparov Simul, 30b Corfu;C01 French, Exchange
1521. Kasparov vs E Nathanail;;1-0;42;1996;Kasparov Simul, 30b Corfu;D35 Queen's Gambit Declined
1522. Kasparov vs I Pandis;;1-0;35;1996;Kasparov Simul, 30b Corfu;C78 Ruy Lopez
1523. Kasparov vs P Papathanasiou;;1-0;47;1996;Kasparov Simul, 30b Corfu;E80 King's Indian, Samisch Variation
1524. Kasparov vs M Petsetidi;;½-½;38;1996;Kasparov Simul, 30b Corfu;D12 Queen's Gambit Declined Slav
1525. Kasparov vs D Politis;;1-0;17;1996;Kasparov Simul, 30b Corfu;C43 Petrov, Modern Attack
Game;;Result;Moves;Year;Event/Locale;Opening
1526. Kasparov vs K Prasinou;;1-0;24;1996;Kasparov Simul, 30b Corfu;C45 Scotch Game
1527. Kasparov vs P Saltis;;½-½;30;1996;Kasparov Simul, 30b Corfu;A45 Queen's Pawn Game
1528. Kasparov vs P Sansourekidou;;1-0;20;1996;Kasparov Simul, 30b Corfu;A45 Queen's Pawn Game
1529. Kasparov vs S Saripanidis;;1-0;47;1996;Kasparov Simul, 30b Corfu;B01 Scandinavian
1530. Kasparov vs N Sfikas;;1-0;39;1996;Kasparov Simul, 30b Corfu;C84 Ruy Lopez, Closed
1531. Kasparov vs F Thanopoulos;;1-0;33;1996;Kasparov Simul, 30b Corfu;D20 Queen's Gambit Accepted
1532. Kasparov vs S Trifonas;;1-0;49;1996;Kasparov Simul, 30b Corfu;A55 Old Indian, Main line
