Game;;Result;Moves;Year;Event/Locale;Opening
Game;;Result;Moves;Year;Event/Locale;Opening
1801. Ivanchuk vs Karpov;;½-½;45;1991;Reykjavik World Cup;B17 Caro-Kann, Steinitz Variation
1802. Karpov vs Andersson;;1-0;24;1991;Reykjavik World Cup;E11 Bogo-Indian Defense
1803. Seirawan vs Karpov;;½-½;17;1991;Reykjavik World Cup;E06 Catalan, Closed, 5.Nf3
1804. Karpov vs P Nikolic;;½-½;37;1991;Reykjavik World Cup;A81 Dutch
1805. Timman vs Karpov;;½-½;22;1991;Reykjavik World Cup;E25 Nimzo-Indian, Samisch
1806. Karpov vs Ehlvest;;1-0;38;1991;Reykjavik World Cup;D85 Grunfeld
1807. Chandler vs Karpov;;½-½;119;1991;Reykjavik World Cup;C49 Four Knights
1808. Karpov vs Bareev;;½-½;83;1991;Interpolis 15th;C11 French
1809. Karpov vs Short;;½-½;41;1991;Interpolis 15th;C89 Ruy Lopez, Marshall
1810. Timman vs Karpov;;½-½;17;1991;Interpolis 15th;E25 Nimzo-Indian, Samisch
1811. Karpov vs Korchnoi;;½-½;40;1991;Interpolis 15th;E15 Queen's Indian
1812. Kamsky vs Karpov;;½-½;48;1991;Interpolis 15th;B17 Caro-Kann, Steinitz Variation
1813. Anand vs Karpov;;1-0;57;1991;Interpolis 15th;B12 Caro-Kann Defense
1814. Karpov vs Kasparov;;½-½;114;1991;Interpolis 15th;E97 King's Indian
1815. Bareev vs Karpov;;0-1;24;1991;Interpolis 15th;E15 Queen's Indian
1816. Short vs Karpov;;½-½;47;1991;Interpolis 15th;C28 Vienna Game
1817. Karpov vs Timman;;1-0;56;1991;Interpolis 15th;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1818. Korchnoi vs Karpov;;0-1;39;1991;Interpolis 15th;A29 English, Four Knights, Kingside Fianchetto
1819. Karpov vs Speelman;;1-0;38;1991;Paris Immopar rapid;B08 Pirc, Classical
1820. Speelman vs Karpov;;½-½;52;1991;Paris Immopar rapid;E54 Nimzo-Indian, 4.e3, Gligoric System
1821. Karpov vs Kamsky;;0-1;72;1991;Interpolis 15th;D85 Grunfeld
1822. Karpov vs Anand;;1-0;53;1991;Interpolis 15th;E15 Queen's Indian
1823. Kasparov vs Karpov;;1-0;44;1991;Interpolis 15th;C45 Scotch Game
1824. Karpov vs Timman;;0-1;48;1991;Paris Immopar rapid;E15 Queen's Indian
1825. Timman vs Karpov;;1-0;55;1991;Paris Immopar rapid;E15 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1826. Karpov vs Beliavsky;;1-0;41;1991;Reggio Emilia 1991/92;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1827. Salov vs Karpov;;½-½;31;1991;Reggio Emilia 1991/92;C45 Scotch Game
1828. Karpov vs Kasparov;;½-½;61;1991;Reggio Emilia 1991/92;E88 King's Indian, Samisch, Orthodox, 7.d5 c6
1829. Khalifman vs Karpov;;1-0;45;1991;Reggio Emilia 1991/92;C92 Ruy Lopez, Closed
1830. Karpov vs Anand;;½-½;52;1992;Roquebrune;D45 Queen's Gambit Declined Semi-Slav
1831. K Georgiev vs Karpov;;½-½;12;1992;Biel;B17 Caro-Kann, Steinitz Variation
1832. Karpov vs G Tochtermann;;½-½;38;1992;Baden-Baden sim;C69 Ruy Lopez, Exchange, Gligoric Variation
1833. Korchnoi vs Karpov;;0-1;54;1992;Biel;E32 Nimzo-Indian, Classical
1834. Beliavsky vs Karpov;;½-½;13;1992;Biel;C42 Petrov Defense
1835. C Hansen vs Karpov;;½-½;19;1992;Biel;E12 Queen's Indian
1836. Miles vs Karpov;;½-½;41;1992;Biel;C68 Ruy Lopez, Exchange
1837. Shirov vs Karpov;;0-1;39;1992;Biel;E25 Nimzo-Indian, Samisch
1838. Karpov vs Lautier;;1-0;41;1992;Biel;D45 Queen's Gambit Declined Semi-Slav
1839. Karpov vs Korchnoi;;1-0;53;1992;Biel;E15 Queen's Indian
1840. Karpov vs C Hansen;;1-0;43;1992;Biel;B08 Pirc, Classical
1841. Lautier vs Karpov;;½-½;28;1992;Biel;C47 Four Knights
1842. Karpov vs Beliavsky;;1-0;39;1992;Biel;C95 Ruy Lopez, Closed, Breyer
1843. Karpov vs Shirov;;1-0;32;1992;Biel;D45 Queen's Gambit Declined Semi-Slav
1844. Karpov vs K Georgiev;;0-1;96;1992;Biel;E15 Queen's Indian
1845. Karpov vs Miles;;1-0;35;1992;Biel;E00 Queen's Pawn Game
1846. Karpov vs R Henley;;1-0;26;1992;USA;E17 Queen's Indian
1847. Karpov vs M Gurevich;;1-0;46;1992;Reggio Emilia 1991/92;D45 Queen's Gambit Declined Semi-Slav
1848. Anand vs Karpov;;½-½;27;1992;Reggio Emilia 1991/92;B12 Caro-Kann Defense
1849. Karpov vs Polugaevsky;;½-½;23;1992;Reggio Emilia 1991/92;E15 Queen's Indian
1850. Karpov vs Ivanchuk;;½-½;45;1992;Reggio Emilia 1991/92;D20 Queen's Gambit Accepted
Game;;Result;Moves;Year;Event/Locale;Opening
1851. Gelfand vs Karpov;;½-½;90;1992;Reggio Emilia 1991/92;E12 Queen's Indian
1852. Karpov vs Ivanchuk;;½-½;50;1992;Melody Amber Rapid;D20 Queen's Gambit Accepted
1853. Seirawan vs Karpov;;1-0;58;1992;Melody Amber Rapid;E12 Queen's Indian
1854. Korchnoi vs Karpov;;½-½;75;1992;Melody Amber Rapid;A20 English
1855. Ljubojevic vs Karpov;;1-0;52;1992;Melody Amber Rapid;B10 Caro-Kann
1856. Polugaevsky vs Karpov;;0-1;59;1992;Melody Amber Rapid;E14 Queen's Indian
1857. Karpov vs Larsen;;1-0;51;1992;Melody Amber Rapid;E16 Queen's Indian
1858. Adams vs Karpov;;½-½;48;1992;Melody Amber Rapid;B14 Caro-Kann, Panov-Botvinnik Attack
1859. Karpov vs Anand;;½-½;56;1992;Melody Amber Rapid;A41 Queen's Pawn Game (with ...d6)
1860. Karpov vs Speelman;;1-0;71;1992;Melody Amber Rapid;B12 Caro-Kann Defense
1861. Piket vs Karpov;;½-½;72;1992;Melody Amber Rapid;E22 Nimzo-Indian, Spielmann Variation
1862. Karpov vs Polgar;;1-0;43;1992;Melody Amber Rapid;E81 King's Indian, Samisch
1863. Ivanchuk vs Karpov;;0-1;39;1992;Melody Amber Blitz;E12 Queen's Indian
1864. L Christiansen vs Karpov;;½-½;54;1992;Melody Amber Blitz;B17 Caro-Kann, Steinitz Variation
1865. Karpov vs Korchnoi;;1-0;45;1992;Melody Amber Blitz;E11 Bogo-Indian Defense
1866. Karpov vs Larsen;;1-0;35;1992;Melody Amber Blitz;E16 Queen's Indian
1867. Karpov vs Ljubojevic;;½-½;49;1992;Melody Amber Blitz;E15 Queen's Indian
1868. Karpov vs Seirawan;;0-1;53;1992;Melody Amber Blitz;A56 Benoni Defense
1869. S Polgar vs Karpov;;1-0;36;1992;Melody Amber Blitz;E15 Queen's Indian
1870. Polugaevsky vs Karpov;;0-1;33;1992;Melody Amber Blitz;A07 King's Indian Attack
1871. Speelman vs Karpov;;1-0;44;1992;Melody Amber Blitz;A46 Queen's Pawn Game
1872. Ivanchuk vs Karpov;;1-0;40;1992;Melody Amber Rapid;B14 Caro-Kann, Panov-Botvinnik Attack
1873. Karpov vs Seirawan;;0-1;60;1992;Melody Amber Rapid;A41 Queen's Pawn Game (with ...d6)
1874. Karpov vs Korchnoi;;½-½;43;1992;Melody Amber Rapid;E12 Queen's Indian
1875. Larsen vs Karpov;;0-1;57;1992;Melody Amber Rapid;A01 Nimzovich-Larsen Attack
Game;;Result;Moves;Year;Event/Locale;Opening
1876. Karpov vs Polugaevsky;;1-0;27;1992;Melody Amber Rapid;E12 Queen's Indian
1877. Karpov vs Ljubojevic;;1-0;52;1992;Melody Amber Rapid;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1878. Karpov vs Adams;;½-½;77;1992;Melody Amber Rapid;E11 Bogo-Indian Defense
1879. Anand vs Karpov;;1-0;52;1992;Melody Amber Rapid;B12 Caro-Kann Defense
1880. Speelman vs Karpov;;0-1;41;1992;Melody Amber Rapid;E53 Nimzo-Indian, 4.e3
1881. Polgar vs Karpov;;0-1;62;1992;Melody Amber Rapid;B13 Caro-Kann, Exchange
1882. Karpov vs Piket;;0-1;65;1992;Melody Amber Rapid;E80 King's Indian, Samisch Variation
1883. Ljubojevic vs Karpov;;0-1;60;1992;Linares;A07 King's Indian Attack
1884. Kasparov vs Karpov;;1-0;41;1992;Linares;B17 Caro-Kann, Steinitz Variation
1885. Karpov vs Anand;;½-½;43;1992;Linares;D20 Queen's Gambit Accepted
1886. Speelman vs Karpov;;½-½;41;1992;Linares;C49 Four Knights
1887. Karpov vs Short;;1-0;37;1992;Linares;A81 Dutch
1888. Illescas Cordoba vs Karpov;;0-1;75;1992;Linares;C45 Scotch Game
1889. Karpov vs Salov;;1-0;62;1992;Linares;E15 Queen's Indian
1890. Timman vs Karpov;;1-0;55;1992;Linares;B12 Caro-Kann Defense
1891. Karpov vs Ivanchuk;;½-½;32;1992;Linares;E19 Queen's Indian, Old Main line, 9.Qxc3
1892. Gelfand vs Karpov;;½-½;24;1992;Linares;C45 Scotch Game
1893. Karpov vs Bareev;;0-1;57;1992;Linares;D10 Queen's Gambit Declined Slav
1894. Beliavsky vs Karpov;;0-1;44;1992;Linares;E15 Queen's Indian
1895. Karpov vs Yusupov;;½-½;57;1992;Linares;E11 Bogo-Indian Defense
1896. Short vs Karpov;;½-½;32;1992;Candidates semi-final;B12 Caro-Kann Defense
1897. Short vs Karpov;;1-0;76;1992;Candidates semi-final;B12 Caro-Kann Defense
1898. Short vs Karpov;;1-0;41;1992;Candidates semi-final;B63 Sicilian, Richter-Rauzer Attack
1899. Short vs Karpov;;1-0;36;1992;Candidates semi-final;C86 Ruy Lopez, Worrall Attack
1900. Short vs Karpov;;1-0;28;1992;Candidates semi-final;C86 Ruy Lopez, Worrall Attack
Game;;Result;Moves;Year;Event/Locale;Opening
1901. Karpov vs Short;;½-½;94;1992;Candidates semi-final;D20 Queen's Gambit Accepted
1902. Karpov vs Short;;½-½;67;1992;Candidates semi-final;D20 Queen's Gambit Accepted
1903. Karpov vs Short;;1-0;45;1992;Candidates semi-final;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1904. Karpov vs Short;;1-0;43;1992;Candidates semi-final;A52 Budapest Gambit
1905. Karpov vs Short;;½-½;63;1992;Candidates semi-final;D20 Queen's Gambit Accepted
1906. Granda Zuniga vs Karpov;;0-1;41;1992;Madrid;E15 Queen's Indian
1907. P San Segundo Carrillo vs Karpov;;0-1;32;1992;Madrid;B25 Sicilian, Closed
1908. J Magem Badals vs Karpov;;0-1;41;1992;Madrid;C92 Ruy Lopez, Closed
1909. Karpov vs Epishin;;½-½;22;1992;Madrid;E17 Queen's Indian
1910. Polgar vs Karpov;;½-½;18;1992;Madrid;C10 French
1911. A Romero Holmes vs Karpov;;0-1;34;1992;Madrid;C22 Center Game
1912. Karpov vs Yudasin;;½-½;62;1992;Madrid;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1913. Karpov vs S Polgar;;1-0;57;1992;Madrid;D45 Queen's Gambit Declined Semi-Slav
1914. Karpov vs Salov;;1-0;46;1992;Madrid;E17 Queen's Indian
1915. Karpov vs M Bakus;;1-0;46;1992;St. Martin simul;D32 Queen's Gambit Declined, Tarrasch
1916. Karpov vs P Dyson;;1-0;27;1992;St. Martin simul;E15 Queen's Indian
1917. Karpov vs P Lapalus;;½-½;42;1992;St. Martin simul;E16 Queen's Indian
1918. Karpov vs G Porubszki;;1-0;48;1992;St. Martin simul;E96 King's Indian, Orthodox, 7...Nbd7, Main line
1919. Karpov vs M Shmulevich;;½-½;43;1992;St. Martin simul;C18 French, Winawer
1920. Karpov vs Stuebing;;1-0;22;1992;St. Martin simul;A16 English
1921. Karpov vs G Trammell;;1-0;78;1992;St. Martin simul;D85 Grunfeld
1922. Karpov vs R Jacques;;0-1;72;1992;St. Martin simul;E87 King's Indian, Samisch, Orthodox
1923. Karpov vs Seirawan;;0-1;82;1992;SWIFT rapid;B06 Robatsch
1924. Seirawan vs Karpov;;½-½;28;1992;SWIFT rapid;E12 Queen's Indian
1925. Gulko vs Karpov;;½-½;55;1992;Moscow rapid;A25 English
Game;;Result;Moves;Year;Event/Locale;Opening
1926. Karpov vs Gulko;;1-0;31;1992;Moscow rapid;D85 Grunfeld
1927. Morozevich vs Karpov;;0-1;30;1992;Moscow rapid;B10 Caro-Kann
1928. A Ivanov vs Karpov;;0-1;20;1992;Moscow rapid;B17 Caro-Kann, Steinitz Variation
1929. Yakovich vs Karpov;;0-1;32;1992;Moscow rapid;E32 Nimzo-Indian, Classical
1930. Karpov vs A Ivanov;;1-0;35;1992;Moscow rapid;E15 Queen's Indian
1931. Karpov vs Krasenkow;;1-0;34;1992;Moscow rapid;D85 Grunfeld
1932. Karpov vs Sveshnikov;;½-½;45;1992;Moscow rapid;D45 Queen's Gambit Declined Semi-Slav
1933. Karpov vs V Akopian;;½-½;51;1992;Moscow rapid;D45 Queen's Gambit Declined Semi-Slav
1934. Savon vs Karpov;;0-1;35;1992;Moscow rapid;C92 Ruy Lopez, Closed
1935. Karpov vs F van der Vliet;;½-½;40;1992;Karpov Blindfold simul, 5b Amsterdam;D45 Queen's Gambit Declined Semi-Slav
1936. Karpov vs T Krabbe;;0-1;43;1992;Karpov Blindfold simul, 5b Amsterdam;C85 Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)
1937. Karpov vs D J ten Geuzendam;;1-0;40;1992;Karpov Blindfold simul, 5b Amsterdam;D35 Queen's Gambit Declined
1938. Karpov vs F de Grave;;1-0;40;1992;Karpov Blindfold simul, 5b Amsterdam;D55 Queen's Gambit Declined
1939. Karpov vs M bij de Weg;;1-0;40;1992;Karpov Blindfold simul, 5b Amsterdam;B18 Caro-Kann, Classical
1940. Karpov vs Chernin;;½-½;65;1992;Tilburg;D45 Queen's Gambit Declined Semi-Slav
1941. Chernin vs Karpov;;½-½;17;1992;Tilburg;E15 Queen's Indian
1942. Karpov vs Chernin;;0-1;56;1992;Tilburg rapid;D10 Queen's Gambit Declined Slav
1943. Chernin vs Karpov;;½-½;42;1992;Tilburg rapid;A26 English
1944. Karpov vs Anand;;0-1;50;1992;Alekhine Memorial;D47 Queen's Gambit Declined Semi-Slav
1945. Gelfand vs Karpov;;1-0;37;1992;Alekhine Memorial;E12 Queen's Indian
1946. Karpov vs Kamsky;;1-0;54;1992;Alekhine Memorial;E60 King's Indian Defense
1947. Karpov vs Timman;;1-0;56;1992;Alekhine Memorial;D85 Grunfeld
1948. Karpov vs Yusupov;;½-½;61;1992;Alekhine Memorial;D10 Queen's Gambit Declined Slav
1949. Shirov vs Karpov;;½-½;54;1992;Alekhine Memorial;C47 Four Knights
1950. Bareev vs Karpov;;1-0;53;1992;Immopar Rapid;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1951. Karpov vs Bareev;;1-0;61;1992;Immopar Rapid;D45 Queen's Gambit Declined Semi-Slav
1952. Bareev vs Karpov;;1-0;34;1992;Immopar Rapid;E12 Queen's Indian
1953. Salov vs Karpov;;½-½;14;1992;Alekhine Memorial;D27 Queen's Gambit Accepted, Classical
1954. M Wahls vs Karpov;;0-1;37;1992;Baden-Baden Group A;E54 Nimzo-Indian, 4.e3, Gligoric System
1955. Psakhis vs Karpov;;½-½;15;1992;Baden-Baden Group A;E15 Queen's Indian
1956. C Lutz vs Karpov;;½-½;34;1992;Baden-Baden Group A;E32 Nimzo-Indian, Classical
1957. Huebner vs Karpov;;0-1;61;1992;Baden-Baden Group A;A22 English
1958. Karpov vs Lautier;;1-0;68;1992;Baden-Baden Group A;D38 Queen's Gambit Declined, Ragozin Variation
1959. Karpov vs Knaak;;1-0;62;1992;Baden-Baden Group A;D45 Queen's Gambit Declined Semi-Slav
1960. Karpov vs U Boensch;;1-0;41;1992;Baden-Baden Group A;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1961. Karpov vs Lobron;;1-0;33;1992;Baden-Baden Group A;E15 Queen's Indian
1962. Karpov vs Yusupov;;½-½;86;1992;Baden-Baden Group A;E19 Queen's Indian, Old Main line, 9.Qxc3
1963. Hertneck vs Karpov;;0-1;39;1992;Baden-Baden Group A;E32 Nimzo-Indian, Classical
1964. Karpov vs S Kindermann;;1-0;34;1992;Baden-Baden Group A;E84 King's Indian, Samisch, Panno Main line
1965. Karpov vs D Chevallier;;1-0;43;1993;FRA;A50 Queen's Pawn Game
1966. J Pinter vs Karpov;;½-½;88;1993;FRA-chT;E16 Queen's Indian
1967. Karpov vs Bacrot;;1-0;64;1993;10, Paris EURO DISNEY;E81 King's Indian, Samisch
1968. Karpov vs B Belotti;;1-0;50;1993;FRA-chT;A57 Benko Gambit
1969. Karpov vs G Kallai;;1-0;43;1993;FRA-chT;B31 Sicilian, Rossolimo Variation
1970. Bacrot vs Karpov;;0-1;19;1993;EuroDisney G/10 min;A46 Queen's Pawn Game
1971. Karpov vs Lautier;;½-½;37;1993;FRA;D38 Queen's Gambit Declined, Ragozin Variation
1972. Karpov vs J Kloster;;½-½;29;1993;Simul;C40 King's Knight Opening
1973. Karpov vs A Duer;;1-0;55;1993;AUT-chT;A53 Old Indian
1974. Blatny vs Karpov;;½-½;23;1993;AUT-chT;C01 French, Exchange
1975. K Georgiev vs Karpov;;0-1;32;1993;Vienna;B11 Caro-Kann, Two Knights, 3...Bg4
Game;;Result;Moves;Year;Event/Locale;Opening
1976. L Christiansen vs Karpov;;1-0;12;1993;Hoogovens;E12 Queen's Indian
1977. Karpov vs L Christiansen;;1-0;47;1993;Hoogovens;E15 Queen's Indian
1978. Karpov vs L Christiansen;;1-0;52;1993;Hoogovens;E15 Queen's Indian
1979. L Christiansen vs Karpov;;1-0;59;1993;Hoogovens;E22 Nimzo-Indian, Spielmann Variation
1980. L Christiansen vs Karpov;;½-½;36;1993;Hoogovens;A17 English
1981. Karpov vs L Christiansen;;1-0;39;1993;Hoogovens;A57 Benko Gambit
1982. Karpov vs Nunn;;1-0;44;1993;Hoogovens;E81 King's Indian, Samisch
1983. Nunn vs Karpov;;½-½;30;1993;Hoogovens;C10 French
1984. Salov vs Karpov;;½-½;67;1993;Hoogovens;E15 Queen's Indian
1985. Karpov vs Salov;;1-0;57;1993;Hoogovens;D10 Queen's Gambit Declined Slav
1986. Illescas Cordoba vs Karpov;;½-½;41;1993;Hoogovens;A17 English
1987. Karpov vs Illescas Cordoba;;1-0;61;1993;Hoogovens;D45 Queen's Gambit Declined Semi-Slav
1988. Illescas Cordoba vs Karpov;;½-½;46;1993;Hoogovens;A17 English
1989. Karpov vs Illescas Cordoba;;½-½;82;1993;Hoogovens;D47 Queen's Gambit Declined Semi-Slav
1990. Timman vs Karpov;;1-0;35;1993;Linares;A17 English
1991. Karpov vs Salov;;1-0;33;1993;Linares;E17 Queen's Indian
1992. Karpov vs Beliavsky;;1-0;41;1993;Linares;E15 Queen's Indian
1993. Anand vs Karpov;;½-½;38;1993;Linares;C10 French
1994. Karpov vs Ivanchuk;;½-½;42;1993;Linares;E17 Queen's Indian
1995. Karpov vs Gelfand;;1-0;45;1993;Linares;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1996. Shirov vs Karpov;;½-½;27;1993;Linares;E12 Queen's Indian
1997. Karpov vs Kamsky;;1-0;77;1993;Linares;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
1998. Ljubojevic vs Karpov;;0-1;40;1993;Linares;A28 English
1999. Karpov vs Kasparov;;0-1;27;1993;Linares;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
2000. Yusupov vs Karpov;;0-1;40;1993;Linares;E29 Nimzo-Indian, Samisch
Game;;Result;Moves;Year;Event/Locale;Opening
2001. Karpov vs Kramnik;;½-½;99;1993;Linares;B13 Caro-Kann, Exchange
2002. Bareev vs Karpov;;½-½;43;1993;Linares;E32 Nimzo-Indian, Classical
2003. S Polgar vs Karpov;;0-1;52;1993;Melody Amber Blind 2nd;E15 Queen's Indian
2004. Karpov vs S Polgar;;½-½;49;1993;Melody Amber Rapid 2nd;D20 Queen's Gambit Accepted
2005. Karpov vs L Christiansen;;1-0;45;1993;Melody Amber Blind 2nd;A55 Old Indian, Main line
2006. L Christiansen vs Karpov;;0-1;57;1993;Melody Amber Rapid 2nd;C10 French
2007. Karpov vs Seirawan;;½-½;33;1993;Melody Amber Rapid 2nd;D41 Queen's Gambit Declined, Semi-Tarrasch
2008. Seirawan vs Karpov;;0-1;36;1993;Melody Amber Blind 2nd;C69 Ruy Lopez, Exchange, Gligoric Variation
2009. Karpov vs Korchnoi;;1-0;39;1993;Melody Amber Blind 2nd;E12 Queen's Indian
2010. Korchnoi vs Karpov;;½-½;54;1993;Melody Amber Rapid 2nd;A17 English
2011. Polgar vs Karpov;;1-0;32;1993;Melody Amber Blind 2nd;E54 Nimzo-Indian, 4.e3, Gligoric System
2012. Karpov vs Polgar;;0-1;28;1993;Melody Amber Rapid 2nd;A48 King's Indian
2013. Karpov vs Adams;;1-0;41;1993;Dos Hermanas;A15 English
2014. F Izeta Txabarri vs Karpov;;0-1;40;1993;Dos Hermanas;B17 Caro-Kann, Steinitz Variation
2015. Karpov vs Epishin;;½-½;24;1993;Dos Hermanas;A41 Queen's Pawn Game (with ...d6)
2016. Karpov vs J Fernandez Garcia;;1-0;27;1993;Dos Hermanas;D85 Grunfeld
2017. Karpov vs Piket;;1-0;39;1993;Melody Amber Blind 2nd;E82 King's Indian, Samisch, double Fianchetto Variation
2018. Piket vs Karpov;;½-½;73;1993;Melody Amber Rapid 2nd;E15 Queen's Indian
2019. Polugaevsky vs Karpov;;½-½;39;1993;Melody Amber Blind 2nd;E15 Queen's Indian
2020. Karpov vs Polugaevsky;;½-½;61;1993;Melody Amber Rapid 2nd;E32 Nimzo-Indian, Classical
2021. Karpov vs Anand;;½-½;46;1993;Melody Amber Blind 2nd;D18 Queen's Gambit Declined Slav, Dutch
2022. Anand vs Karpov;;0-1;68;1993;Melody Amber Rapid 2nd;B17 Caro-Kann, Steinitz Variation
2023. Short vs Karpov;;0-1;50;1993;Melody Amber Blind 2nd;B11 Caro-Kann, Two Knights, 3...Bg4
2024. Karpov vs Short;;½-½;41;1993;Melody Amber Rapid 2nd;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
2025. Karpov vs Ivanchuk;;1-0;51;1993;Melody Amber Blind 2nd;E81 King's Indian, Samisch
Game;;Result;Moves;Year;Event/Locale;Opening
2026. Ivanchuk vs Karpov;;1-0;40;1993;Melody Amber Rapid 2nd;C92 Ruy Lopez, Closed
2027. Ljubojevic vs Karpov;;½-½;57;1993;Melody Amber Blind 2nd;A07 King's Indian Attack
2028. Karpov vs Ljubojevic;;0-1;59;1993;Melody Amber Rapid 2nd;E16 Queen's Indian
2029. Kamsky vs Karpov;;0-1;49;1993;Dortmund;B17 Caro-Kann, Steinitz Variation
2030. C Lutz vs Karpov;;0-1;74;1993;Dortmund;E12 Queen's Indian
2031. Karpov vs Dolmatov;;1-0;36;1993;Dortmund;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
2032. Lautier vs Karpov;;1-0;38;1993;Dortmund;A29 English, Four Knights, Kingside Fianchetto
2033. Karpov vs Serper;;1-0;43;1993;Dortmund;E11 Bogo-Indian Defense
2034. Lobron vs Karpov;;0-1;60;1993;Dortmund;A17 English
2035. Karpov vs Kramnik;;½-½;11;1993;Dortmund;D12 Queen's Gambit Declined Slav
2036. Karpov vs Illescas Cordoba;;1-0;36;1993;Leon;D34 Queen's Gambit Declined, Tarrasch
2037. Leko vs Karpov;;½-½;70;1993;Leon;B11 Caro-Kann, Two Knights, 3...Bg4
2038. M Sion Castro vs Karpov;;0-1;35;1993;Leon;B17 Caro-Kann, Steinitz Variation
2039. Karpov vs Yudasin;;1-0;56;1993;Dos Hermanas;E15 Queen's Indian
2040. M Rivas Pastor vs Karpov;;½-½;21;1993;Dos Hermanas;D37 Queen's Gambit Declined
2041. Khalifman vs Karpov;;½-½;43;1993;Dos Hermanas;D41 Queen's Gambit Declined, Semi-Tarrasch
2042. Karpov vs Polgar;;1-0;51;1993;Dos Hermanas;E62 King's Indian, Fianchetto
2043. Karpov vs I Morovic Fernandez;;½-½;87;1993;Leon;D45 Queen's Gambit Declined Semi-Slav
2044. D Garcia Ilundain vs Karpov;;½-½;45;1993;Leon;E15 Queen's Indian
2045. Karpov vs A Romero Holmes;;½-½;50;1993;Leon;E81 King's Indian, Samisch
2046. Vyzmanavin vs Karpov;;½-½;15;1993;Leon;E15 Queen's Indian
2047. Yudasin vs Karpov;;½-½;18;1993;Leon;E11 Bogo-Indian Defense
2048. Karpov vs Topalov;;½-½;72;1993;Leon;E81 King's Indian, Samisch
2049. J Magem Badals vs Karpov;;0-1;33;1993;Dos Hermanas;C92 Ruy Lopez, Closed
2050. Karpov vs B Ivanovic;;1-0;22;1993;Moscow blitz;D10 Queen's Gambit Declined Slav
Game;;Result;Moves;Year;Event/Locale;Opening
2051. Karpov vs Timman;;1-0;35;1993;Moscow blitz;A70 Benoni, Classical with 7.Nf3
2052. Karpov vs K Supatashvili;;1-0;27;1993;9th ECC qual group 3;D45 Queen's Gambit Declined Semi-Slav
2053. Timman vs Karpov;;0-1;56;1993;Karpov - Timman FIDE World Championship Match;B17 Caro-Kann, Steinitz Variation
2054. Karpov vs Timman;;0-1;46;1993;Karpov - Timman FIDE World Championship Match;E15 Queen's Indian
2055. Timman vs Karpov;;½-½;49;1993;Karpov - Timman FIDE World Championship Match;B17 Caro-Kann, Steinitz Variation
2056. Karpov vs Timman;;½-½;20;1993;Karpov - Timman FIDE World Championship Match;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
2057. Timman vs Karpov;;½-½;55;1993;Karpov - Timman FIDE World Championship Match;A29 English, Four Knights, Kingside Fianchetto
2058. Karpov vs Timman;;1-0;33;1993;Karpov - Timman FIDE World Championship Match;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
2059. Timman vs Karpov;;½-½;21;1993;Karpov - Timman FIDE World Championship Match;B17 Caro-Kann, Steinitz Variation
2060. Karpov vs Timman;;½-½;28;1993;Karpov - Timman FIDE World Championship Match;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
2061. Timman vs Karpov;;½-½;49;1993;Karpov - Timman FIDE World Championship Match;A46 Queen's Pawn Game
2062. Karpov vs Timman;;1-0;53;1993;Karpov - Timman FIDE World Championship Match;D85 Grunfeld
2063. Timman vs Karpov;;½-½;11;1993;Karpov - Timman FIDE World Championship Match;E15 Queen's Indian
2064. Karpov vs Timman;;½-½;51;1993;Karpov - Timman FIDE World Championship Match;D79 Neo-Grunfeld, 6.O-O, Main line
2065. Timman vs Karpov;;½-½;27;1993;Karpov - Timman FIDE World Championship Match;A07 King's Indian Attack
2066. Karpov vs Timman;;1-0;53;1993;Karpov - Timman FIDE World Championship Match;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
2067. Timman vs Karpov;;0-1;34;1993;Karpov - Timman FIDE World Championship Match;E32 Nimzo-Indian, Classical
2068. Karpov vs Timman;;1-0;59;1993;Karpov - Timman FIDE World Championship Match;E81 King's Indian, Samisch
2069. Timman vs Karpov;;½-½;33;1993;Karpov - Timman FIDE World Championship Match;B12 Caro-Kann Defense
2070. Karpov vs Timman;;½-½;38;1993;Karpov - Timman FIDE World Championship Match;E81 King's Indian, Samisch
2071. Timman vs Karpov;;½-½;43;1993;Karpov - Timman FIDE World Championship Match;E12 Queen's Indian
2072. Karpov vs Timman;;0-1;40;1993;Karpov - Timman FIDE World Championship Match;A33 English, Symmetrical
